luxes, temp, hum, curr, volt, power, dd,hh,mm
37529.6,38,29,0.58,14.98,8.69,21,13,7
40652.8,41,25,0.59,14.99,8.79,21,13,2
40376.32,42,25,0.58,14.99,8.77,21,12,57
40796.16,41,25,0.59,14.99,8.85,21,12,52
40570.88,39,27,0.6,15,8.99,21,12,47
39383.04,38,30,0.59,14.99,8.85,21,12,42
39157.76,40,28,0.59,14.99,8.81,21,12,37
38584.32,40,28,0.58,14.99,8.76,21,12,32
38051.84,41,26,0.58,14.99,8.72,21,12,27
38830.08,42,25,0.59,14.99,8.83,21,12,22
38676.48,42,25,0.59,14.99,8.83,21,12,17
37478.4,40,28,0.59,14.99,8.83,21,12,12
35584,42,25,0.59,14.99,8.79,21,12,7
34334.72,39,28,0.59,15,8.88,21,12,2
34467.84,37,30,0.59,14.99,8.82,21,11,57
36126.72,40,27,0.58,14.98,8.74,21,11,52
36823.04,37,31,0.58,14.98,8.74,21,11,47
33976.32,36,32,0.59,14.99,8.81,21,11,42
33976.32,39,28,0.58,14.99,8.68,21,11,37
32890.88,36,31,0.57,14.97,8.51,21,11,32
33812.48,35,31,0.57,14.98,8.61,21,11,27
32634.88,35,32,0.57,14.98,8.59,21,11,22
30955.52,36,30,0.57,14.98,8.58,21,11,17
29276.16,33,35,0.57,14.98,8.49,21,11,12
27832.32,34,32,0.56,14.97,8.37,21,11,7
27535.36,32,35,0.56,14.97,8.38,21,11,2
27852.8,35,30,0.55,14.97,8.15,21,10,57
28436.48,36,30,0.54,14.96,8.08,21,10,52
28907.52,34,33,0.53,14.96,7.92,21,10,47
29071.36,33,35,0.53,14.95,7.96,21,10,42
27351.04,32,34,0.53,14.95,7.88,21,10,37
26357.76,30,37,0.53,14.95,7.96,21,10,32
22405.12,26,43,0.47,14.92,7.09,21,10,27
19169.28,27,42,0.4,14.88,6,21,10,22
12072.96,30,37,0.26,14.79,3.9,21,10,17
16122.88,34,32,0.33,14.84,4.89,21,10,12
21155.84,32,35,0.44,14.9,6.52,21,10,7
26593.28,31,36,0.53,14.95,7.92,21,10,2
23644.16,30,38,0.49,14.93,7.35,21,9,57
21442.56,30,39,0.46,14.91,6.91,21,9,52
20848.64,28,40,0.45,14.91,6.69,21,9,47
20065.28,27,43,0.44,14.89,6.52,21,9,42
17940.48,26,43,0.42,14.88,6.28,21,9,37
15349.76,26,45,0.42,14.89,6.2,21,9,32
13706.24,23,49,0.41,14.88,6.03,21,9,27
13649.92,22,51,0.37,14.86,5.47,21,9,22
16220.16,21,52,0.39,14.87,5.79,21,9,17
14520.32,23,50,0.36,14.85,5.32,21,9,12
14351.36,22,52,0.36,14.85,5.31,21,9,7
12912.64,21,56,0.34,14.84,5.08,21,9,2
11811.84,20,59,0.32,14.83,4.75,21,8,57
5294.08,18,63,0.14,14.73,2.06,21,8,52
11704.32,18,63,0.3,14.81,4.44,21,8,47
8056.32,17,64,0.2,14.76,2.96,21,8,42
11489.28,17,66,0.28,14.81,4.07,21,8,37
7687.68,16,69,0.19,14.76,2.85,21,8,32
6850.56,14,76,0.19,14.75,2.73,21,8,27
5222.4,12,84,0.13,14.72,1.97,21,8,22
3448.32,12,82,0.08,14.7,1.23,21,8,17
6218.24,14,79,0.16,14.74,2.38,21,8,12
6919.68,13,82,0.15,14.73,2.23,21,8,7
3307.52,12,84,0.08,14.7,1.18,21,8,2
5813.76,10,98,0.12,14.72,1.8,21,7,57
3312.64,8,99,0.08,14.7,1.15,21,7,52
5841.92,24,51,0.09,14.69,1.28,20,17,17
6241.28,25,49,0.11,14.71,1.65,20,17,12
6522.88,25,49,0.11,14.72,1.61,20,17,7
7861.76,26,47,0.17,14.75,2.51,20,17,2
9251.84,27,45,0.19,14.76,2.82,20,16,57
10711.04,27,45,0.21,14.77,3.12,20,16,52
11612.16,27,44,0.23,14.78,3.44,20,16,47
11801.6,28,42,0.25,14.79,3.67,20,16,42
12144.64,29,41,0.27,14.81,3.99,20,16,37
12963.84,30,39,0.29,14.82,4.31,20,16,32
12994.56,30,37,0.31,14.82,4.56,20,16,27
13931.52,30,37,0.32,14.84,4.83,20,16,22
14714.88,30,37,0.34,14.85,5.07,20,16,17
15656.96,30,37,0.36,14.86,5.31,20,16,12
15805.44,30,38,0.37,14.87,5.52,20,16,7
17003.52,31,36,0.38,14.87,5.72,20,16,2
17623.04,31,36,0.4,14.88,5.9,20,15,57
19758.08,32,35,0.41,14.88,6.07,20,15,52
20879.36,34,29,0.42,14.89,6.23,20,15,47
21534.72,33,32,0.43,14.9,6.41,20,15,42
21626.88,34,31,0.44,14.91,6.58,20,15,37
21647.36,34,30,0.45,14.91,6.75,20,15,32
21391.36,34,32,0.46,14.91,6.87,20,15,27
21749.76,34,31,0.47,14.92,6.98,20,15,22
23398.4,35,30,0.48,14.93,7.1,20,15,17
25405.44,36,29,0.49,14.93,7.26,20,15,12
24954.88,36,29,0.5,14.93,7.39,20,15,7
24504.32,36,29,0.5,14.94,7.51,20,15,2
24248.32,36,29,0.51,14.95,7.63,20,14,57
23429.12,37,28,0.52,14.95,7.73,20,14,52
23296,37,28,0.52,14.95,7.83,20,14,47
24340.48,39,28,0.53,14.96,7.95,20,14,42
25333.76,37,27,0.54,14.96,8.06,20,14,37
26429.44,39,25,0.55,14.96,8.15,20,14,32
27996.16,40,25,0.55,14.97,8.22,20,14,27
28487.68,39,25,0.55,14.97,8.28,20,14,22
28815.36,40,25,0.56,14.97,8.35,20,14,17
30197.76,38,25,0.57,14.98,8.55,20,14,12
32829.44,39,23,0.59,14.99,8.85,20,14,7
27504.64,39,23,0.5,14.94,7.55,20,14,2
19307.52,39,21,0.37,14.86,5.53,20,13,57
28057.6,43,18,0.5,14.94,7.49,20,13,52
35143.68,44,18,0.6,14.99,8.92,20,13,47
36812.8,43,20,0.6,14.99,8.92,20,13,42
40478.72,41,21,0.6,15,9.05,20,13,37
40478.72,40,21,0.62,15.01,9.32,20,13,32
32921.6,40,21,0.52,14.95,7.73,20,13,27
41000.96,41,21,0.61,15,9.2,20,13,22
40069.12,41,24,0.61,15.01,9.18,20,13,17
39710.72,39,27,0.61,15,9.11,20,13,12
40202.24,40,26,0.61,15,9.08,20,13,7
40222.72,40,26,0.59,15,8.91,20,13,2
41615.36,40,27,0.6,15,8.99,20,12,57
41123.84,38,28,0.6,15,8.95,20,12,52
40867.84,38,28,0.6,14.99,9,20,12,47
40222.72,38,30,0.6,15,9.01,20,12,42
39905.28,38,29,0.6,15,8.95,20,12,37
40355.84,41,27,0.6,15,9.04,20,12,32
39690.24,42,25,0.6,14.99,9,20,12,27
39485.44,42,25,0.6,15,9.02,20,12,22
38819.84,41,26,0.6,14.99,9.04,20,12,17
37427.2,41,28,0.58,14.98,8.67,20,12,12
36925.44,40,27,0.61,15,9.11,20,12,7
32675.84,40,28,0.57,14.98,8.49,20,12,2
32112.64,40,28,0.56,14.97,8.31,20,11,57
37437.44,38,30,0.6,15,9.04,20,11,52
37437.44,38,31,0.6,14.99,8.97,20,11,47
34600.96,35,34,0.6,14.99,8.92,20,11,42
34600.96,35,34,0.59,14.98,8.78,20,11,37
33914.88,37,31,0.58,14.98,8.69,20,11,32
34795.52,39,30,0.57,14.98,8.61,20,11,27
33976.32,37,31,0.57,14.98,8.59,20,11,22
31426.56,38,30,0.57,14.98,8.52,20,11,17
28835.84,38,31,0.56,14.97,8.46,20,11,12
26716.16,34,36,0.55,14.97,8.22,20,11,7
26941.44,33,37,0.56,14.97,8.38,20,11,2
28047.36,34,37,0.55,14.96,8.23,20,10,57
28200.96,34,35,0.54,14.96,8.13,20,10,52
29122.56,33,37,0.54,14.96,8.09,20,10,47
28416,34,36,0.53,14.95,7.97,20,10,42
27637.76,32,37,0.53,14.95,7.92,20,10,37
26368,33,36,0.53,14.95,7.88,20,10,32
25692.16,32,38,0.52,14.94,7.81,20,10,27
25907.2,31,40,0.51,14.94,7.69,20,10,22
25528.32,30,40,0.5,14.94,7.54,20,10,17
24739.84,31,38,0.49,14.92,7.33,20,10,12
23070.72,29,42,0.49,14.93,7.24,20,10,7
22384.64,28,44,0.48,14.92,7.13,20,10,2
22016,27,45,0.47,14.91,7.01,20,9,57
21370.88,29,43,0.46,14.91,6.82,20,9,52
20812.8,27,47,0.45,14.9,6.67,20,9,47
20439.04,28,44,0.44,14.9,6.54,20,9,42
17976.32,28,43,0.42,14.88,6.27,20,9,37
15933.44,27,45,0.42,14.89,6.2,20,9,32
14438.4,24,49,0.4,14.88,6,20,9,27
15093.76,26,47,0.39,14.87,5.84,20,9,22
15831.04,26,48,0.38,14.86,5.61,20,9,17
14776.32,25,50,0.36,14.85,5.39,20,9,12
13434.88,24,53,0.35,14.84,5.16,20,9,7
12124.16,23,55,0.33,14.83,4.89,20,9,2
11202.56,22,58,0.31,14.83,4.62,20,8,57
10792.96,20,61,0.29,14.82,4.3,20,8,52
10639.36,20,62,0.27,14.8,3.98,20,8,47
10329.6,20,64,0.25,14.79,3.7,20,8,42
9735.68,19,66,0.23,14.77,3.42,20,8,37
8796.16,18,69,0.21,14.77,3.1,20,8,32
7162.88,18,71,0.19,14.76,2.8,20,8,27
6906.88,16,75,0.17,14.74,2.48,20,8,22
6056.96,15,79,0.15,14.73,2.21,20,8,17
5068.8,15,83,0.13,14.72,1.95,20,8,12
5378.56,13,89,0.12,14.71,1.72,20,8,7
4838.4,12,98,0.1,14.7,1.47,20,8,2
4218.88,10,100,0.09,14.7,1.27,20,7,57
5616.64,28,42,0.08,14.7,1.23,19,17,17
6013.44,28,42,0.11,14.71,1.61,19,17,12
6504.96,28,40,0.14,14.73,2.02,19,17,7
7897.6,30,37,0.17,14.74,2.43,19,17,2
9085.44,30,37,0.19,14.76,2.73,19,16,57
10654.72,30,37,0.21,14.77,3.05,19,16,52
11724.8,31,35,0.23,14.78,3.38,19,16,47
12257.28,30,37,0.25,14.79,3.66,19,16,42
12241.92,30,36,0.27,14.81,3.94,19,16,37
12574.72,32,35,0.28,14.81,4.19,19,16,32
13025.28,31,36,0.3,14.82,4.44,19,16,27
14003.2,31,35,0.32,14.84,4.72,19,16,22
14525.44,31,36,0.34,14.84,4.97,19,16,17
15534.08,32,37,0.35,14.85,5.18,19,16,12
15370.24,31,36,0.36,14.86,5.4,19,16,7
16732.16,33,33,0.38,14.87,5.58,19,16,2
17623.04,33,34,0.39,14.87,5.8,19,15,57
19712,32,33,0.41,14.88,6.04,19,15,52
21094.4,34,32,0.41,14.89,6.14,19,15,47
21575.68,34,30,0.43,14.89,6.39,19,15,42
21657.6,36,29,0.44,14.9,6.48,19,15,37
21800.96,33,32,0.45,14.91,6.71,19,15,32
21585.92,36,28,0.46,14.91,6.85,19,15,27
22138.88,34,30,0.47,14.92,6.99,19,15,22
24053.76,36,28,0.47,14.93,7.07,19,15,17
25569.28,35,32,0.48,14.93,7.22,19,15,12
25313.28,36,29,0.49,14.93,7.37,19,15,7
24166.4,37,29,0.5,14.94,7.45,19,15,2
24555.52,37,28,0.51,14.95,7.6,19,14,57
23623.68,36,29,0.52,14.95,7.76,19,14,52
23142.4,38,26,0.53,14.96,7.87,19,14,47
24279.04,37,29,0.54,14.97,8,19,14,42
25108.48,37,28,0.54,14.97,8.08,19,14,37
26142.72,38,26,0.55,14.97,8.19,19,14,32
27668.48,39,26,0.55,14.97,8.27,19,14,27
28579.84,35,29,0.56,14.98,8.41,19,14,22
29317.12,37,27,0.56,14.98,8.42,19,14,17
30586.88,40,24,0.57,14.98,8.49,19,14,12
32419.84,38,26,0.57,14.98,8.58,19,14,7
32849.92,37,28,0.57,14.98,8.61,19,14,2
32993.28,39,25,0.58,14.99,8.69,19,13,57
33976.32,38,26,0.59,14.99,8.79,19,13,52
34201.6,38,26,0.59,14.99,8.9,19,13,47
35901.44,37,29,0.59,14.99,8.86,19,13,42
38789.12,39,25,0.59,14.99,8.88,19,13,37
38789.12,39,24,0.6,15,8.92,19,13,32
40089.6,39,25,0.6,15,8.96,19,13,27
40304.64,35,29,0.61,15,9.09,19,13,22
39720.96,35,29,0.61,15.01,9.11,19,13,17
40110.08,38,28,0.6,15,9.02,19,13,12
39987.2,38,26,0.6,15,9.02,19,13,7
41021.44,36,29,0.61,15.01,9.19,19,13,2
42680.32,38,27,0.61,15,9.13,19,12,57
42168.32,41,24,0.6,15,9.04,19,12,52
41656.32,40,23,0.61,15.01,9.14,19,12,47
41031.68,36,27,0.61,15,9.19,19,12,42
41902.08,40,24,0.61,15.01,9.18,19,12,37
40581.12,39,26,0.6,15,9.01,19,12,32
40345.6,36,28,0.61,15,9.1,19,12,27
40396.8,40,25,0.6,14.99,8.96,19,12,22
39464.96,38,26,0.6,15,9.06,19,12,17
39342.08,38,28,0.61,15,9.08,19,12,12
37591.04,39,25,0.61,15,9.08,19,12,7
35942.4,38,26,0.61,15,9.09,19,12,2
37263.36,38,25,0.6,15,9.05,19,11,57
37908.48,38,25,0.6,14.99,9.01,19,11,52
37908.48,37,27,0.6,14.99,8.97,19,11,47
37775.36,38,24,0.6,14.99,9.01,19,11,42
36628.48,38,24,0.6,14.99,8.93,19,11,37
36024.32,35,28,0.6,14.99,8.93,19,11,32
35809.28,39,23,0.58,14.98,8.77,19,11,27
35072,37,25,0.58,14.99,8.73,19,11,22
32286.72,38,23,0.58,14.99,8.65,19,11,17
29532.16,38,24,0.58,14.98,8.65,19,11,12
27863.04,36,25,0.57,14.98,8.61,19,11,7
27166.72,37,24,0.57,14.98,8.49,19,11,2
27893.76,38,24,0.56,14.98,8.45,19,10,57
29409.28,37,24,0.56,14.97,8.35,19,10,52
30197.76,33,28,0.56,14.97,8.32,19,10,47
29552.64,36,25,0.55,14.97,8.26,19,10,42
28487.68,36,26,0.55,14.96,8.15,19,10,37
26746.88,35,27,0.54,14.95,8.05,19,10,32
25446.4,34,29,0.53,14.95,7.99,19,10,27
26880,32,30,0.53,14.95,7.91,19,10,22
26890.24,30,32,0.52,14.95,7.8,19,10,17
25835.52,31,30,0.51,14.94,7.64,19,10,12
23592.96,30,33,0.5,14.94,7.53,19,10,7
22927.36,30,33,0.5,14.93,7.41,19,10,2
22784,29,36,0.49,14.93,7.31,19,9,57
22394.88,28,37,0.48,14.91,7.14,19,9,52
21913.6,27,40,0.47,14.91,6.98,19,9,47
21770.24,28,38,0.46,14.91,6.82,19,9,42
19302.4,27,41,0.45,14.9,6.66,19,9,37
17008.64,27,39,0.44,14.89,6.48,19,9,32
15462.4,25,43,0.42,14.88,6.31,19,9,27
16097.28,24,44,0.41,14.88,6.12,19,9,22
17044.48,24,44,0.4,14.87,5.96,19,9,17
15805.44,23,48,0.38,14.86,5.72,19,9,12
14095.36,23,49,0.37,14.85,5.48,19,9,7
12733.44,22,53,0.35,14.85,5.2,19,9,2
11642.88,21,54,0.33,14.84,4.93,19,8,57
11663.36,20,56,0.31,14.82,4.61,19,8,52
11822.08,20,57,0.29,14.81,4.3,19,8,47
10982.4,18,61,0.27,14.8,3.96,19,8,42
10227.2,18,63,0.24,14.78,3.61,19,8,37
9408,16,66,0.22,14.77,3.26,19,8,32
7649.28,16,69,0.2,14.76,2.96,19,8,27
7367.68,15,72,0.18,14.75,2.64,19,8,22
6379.52,15,74,0.16,14.73,2.34,19,8,17
5242.88,13,79,0.14,14.73,2.05,19,8,12
5724.16,12,84,0.12,14.72,1.78,19,8,7
5248,11,90,0.1,14.71,1.52,19,8,2
4597.76,9,100,0.09,14.7,1.32,19,7,57
5685.76,23,50,0.09,14.7,1.29,18,17,17
5949.44,24,50,0.11,14.71,1.64,18,17,12
6333.44,24,49,0.14,14.72,2.02,18,17,7
7631.36,24,49,0.16,14.75,2.42,18,17,2
8832,25,47,0.18,14.75,2.71,18,16,57
10073.6,25,45,0.2,14.77,3,18,16,52
11115.52,26,44,0.22,14.77,3.29,18,16,47
11540.48,26,43,0.24,14.79,3.57,18,16,42
11709.44,27,42,0.26,14.8,3.81,18,16,37
12006.4,28,40,0.28,14.81,4.1,18,16,32
12641.28,29,37,0.29,14.82,4.31,18,16,27
13317.12,31,35,0.3,14.82,4.51,18,16,22
13783.04,32,35,0.32,14.83,4.71,18,16,17
14684.16,32,33,0.34,14.85,5.03,18,16,12
15354.88,32,32,0.36,14.86,5.4,18,16,7
18099.2,32,28,0.4,14.88,5.99,18,16,2
19061.76,30,30,0.42,14.89,6.27,18,15,57
14520.32,28,33,0.31,14.82,4.67,18,15,52
6428.16,30,33,0.14,14.73,2.01,18,15,47
19640.32,33,30,0.4,14.88,5.9,18,15,42
21841.92,34,30,0.44,14.91,6.52,18,15,37
20966.4,35,30,0.44,14.91,6.62,18,15,32
21237.76,34,28,0.45,14.92,6.77,18,15,27
22026.24,34,29,0.46,14.92,6.92,18,15,22
24238.08,35,28,0.47,14.92,6.98,18,15,17
25896.96,38,24,0.47,14.93,7.07,18,15,12
25425.92,37,25,0.49,14.94,7.28,18,15,7
24289.28,39,24,0.5,14.93,7.4,18,15,2
24422.4,39,24,0.5,14.94,7.45,18,14,57
23674.88,36,26,0.52,14.95,7.72,18,14,52
23531.52,35,28,0.53,14.96,7.99,18,14,47
26152.96,37,26,0.56,14.97,8.4,18,14,42
26542.08,38,25,0.55,14.97,8.26,18,14,37
23828.48,36,27,0.5,14.94,7.49,18,14,32
27996.16,36,26,0.56,14.98,8.38,18,14,27
31191.04,41,18,0.58,14.98,8.69,18,14,22
29972.48,39,21,0.57,14.99,8.56,18,14,17
27340.8,36,25,0.52,14.95,7.8,18,14,12
33198.08,39,21,0.58,14.99,8.69,18,14,7
28774.4,40,21,0.52,14.95,7.77,18,14,2
33013.76,41,20,0.58,14.99,8.68,18,13,57
34068.48,39,22,0.59,15,8.85,18,13,52
36546.56,41,19,0.63,15.01,9.42,18,13,47
38502.4,40,21,0.64,15.02,9.57,18,13,42
39403.52,39,22,0.62,15.01,9.24,18,13,37
31795.2,39,21,0.54,14.97,8.1,18,13,32
25794.56,41,21,0.45,14.91,6.73,18,13,27
32348.16,43,19,0.51,14.94,7.6,18,13,22
28805.12,45,17,0.44,14.9,6.59,18,13,17
42762.24,45,18,0.62,15.01,9.27,18,13,12
41553.92,41,22,0.61,15,9.15,18,13,7
44236.8,41,21,0.63,15.02,9.54,18,13,2
43253.76,41,23,0.62,15.01,9.24,18,12,57
42741.76,40,26,0.62,15.01,9.28,18,12,52
39587.84,38,29,0.59,14.99,8.83,18,12,47
37867.52,39,28,0.57,14.98,8.58,18,12,42
44933.12,42,27,0.64,15.03,9.61,18,12,37
36157.44,36,32,0.54,14.96,8,18,12,32
41830.4,39,31,0.61,15.01,9.15,18,12,27
39751.68,44,25,0.58,14.99,8.72,18,12,22
39884.8,41,27,0.6,14.99,8.97,18,12,17
41666.56,42,27,0.63,15.01,9.4,18,12,12
39331.84,40,30,0.63,15.01,9.47,18,12,7
40683.52,39,30,0.68,15.03,10.15,18,12,2
23173.12,36,34,0.44,14.9,6.52,18,11,57
21217.28,37,32,0.39,14.87,5.85,18,11,52
33689.6,37,33,0.57,14.98,8.55,18,11,47
42721.28,35,35,0.67,15.03,10.11,18,11,42
31887.36,34,36,0.56,14.96,8.31,18,11,37
40335.36,37,33,0.67,15.03,10.07,18,11,32
32983.04,36,34,0.57,14.98,8.56,18,11,27
22743.04,33,37,0.42,14.89,6.27,18,11,22
28651.52,37,34,0.54,14.96,8.03,18,11,17
29818.88,33,37,0.59,14.98,8.9,18,11,12
28282.88,33,38,0.59,14.98,8.86,18,11,7
27228.16,31,41,0.59,14.98,8.82,18,11,2
26245.12,28,45,0.54,14.95,8.09,18,10,57
25958.4,34,38,0.51,14.94,7.58,18,10,52
31221.76,33,39,0.59,14.98,8.78,18,10,47
29972.48,28,46,0.57,14.98,8.59,18,10,42
27310.08,29,45,0.55,14.95,8.19,18,10,37
18728.96,25,54,0.41,14.88,6.12,18,10,32
23941.12,26,51,0.53,14.95,7.88,18,10,27
21207.04,27,48,0.46,14.9,6.82,18,10,22
18344.96,26,51,0.39,14.87,5.8,18,10,17
11335.68,26,52,0.25,14.79,3.74,18,10,12
25190.4,28,47,0.54,14.95,8.08,18,10,7
19742.72,23,57,0.45,14.9,6.72,18,10,2
22394.88,24,54,0.5,14.93,7.41,18,9,57
17044.48,24,54,0.38,14.86,5.7,18,9,52
15585.28,22,58,0.35,14.85,5.2,18,9,47
24545.28,24,53,0.51,14.94,7.62,18,9,42
19783.68,24,53,0.45,14.9,6.72,18,9,37
16588.8,23,57,0.41,14.88,6.13,18,9,32
11535.36,20,63,0.3,14.82,4.44,18,9,27
11980.8,21,62,0.3,14.81,4.43,18,9,22
16209.92,18,70,0.39,14.87,5.81,18,9,17
8727.04,17,73,0.21,14.76,3.16,18,9,12
9597.44,17,73,0.25,14.79,3.67,18,9,7
12078.08,16,76,0.33,14.83,4.86,18,9,2
5890.56,15,80,0.15,14.73,2.18,18,8,57
8650.24,15,81,0.22,14.77,3.33,18,8,52
8716.8,16,78,0.22,14.77,3.25,18,8,47
11566.08,16,79,0.29,14.81,4.36,18,8,42
9866.24,13,94,0.25,14.78,3.71,18,8,37
7623.68,12,99,0.19,14.75,2.88,18,8,32
6164.48,10,100,0.16,14.74,2.38,18,8,27
4820.48,9,99,0.12,14.72,1.82,18,8,22
